City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,1,0.14,25.5,27.9,42.6,22.2,0.67,1.1,1
Lyon,France,31,1,0.12,26.2,27.7,41,22.2,0.53,1.2,0
Lyon,France,31,1,0.05,26.1,27.3,40.2,22.2,0.54,1.4,1
Lyon,France,31,1,0.06,24.5,26,42.8,22.2,0.58,1.2,0
Lyon,France,31,2,0.05,26,26.8,44.3,22.2,0.35,1,1
Lyon,France,31,1,0.06,26.1,29.5,42.8,22.2,0.68,1.2,1
Lyon,France,31,1,0.13,25.6,27.4,42.5,22.2,0.57,1.2,0
Lyon,France,31,1,0.03,25.8,27.3,46.1,22.2,0.68,1.1,1
Lyon,France,31,1,0.03,26.5,27.8,44.6,22.2,0.54,1.2,1
Lyon,France,31,2,0.06,27,27.6,39.6,22.2,0.49,1.2,1
Lyon,France,31,1,0.06,27,28.4,37.5,22.2,0.43,1.2,1
Lyon,France,31,2,0.04,27.6,28.4,42.1,22.2,0.29,1.8,1
Lyon,France,31,2,0.08,27.7,27.9,36.8,22.2,0.51,1.4,1
Lyon,France,31,2,0.05,26.5,27.1,55.9,24,0.53,1,1
Lyon,France,31,1,0.13,25.1,26.8,60.2,24,0.57,1.2,0
Lyon,France,31,1,0.4,27.2,28.5,53.3,24,0.4,1.5,1
Lyon,France,31,1,0.01,27.3,28,51.7,24,0.64,1.1,1
Lyon,France,31,2,0.12,26.2,27.8,56,24,0.32,1.4,1
Lyon,France,31,2,0.03,25,26.5,51.3,25.2,0.77,1.3,1
Lyon,France,31,2,0.05,24.8,26.1,52.1,25.2,0.61,1.2,0
Lyon,France,31,1,0.05,24.5,25.8,50.6,25.2,0.53,1.4,-1
Lyon,France,31,1,0.08,27.2,28.3,52.8,25.4,0.63,1.2,0
Lyon,France,31,1,0.04,27.7,28.3,52.3,25.4,0.57,1.2,1
Lyon,France,31,1,0.02,27.5,28.4,49.1,25.4,0.6,1.1,1
Lyon,France,31,1,0.06,28,28.6,49.8,25.4,0.32,1.4,2
Lyon,France,31,1,0.05,29.3,29.7,46.1,25.4,0.57,1.2,2
Lyon,France,31,1,0.06,25.9,29,51.8,25.4,0.48,2,0
Lyon,France,31,2,0.06,27.3,28.6,51.3,25.4,0.47,1.3,2
Lyon,France,31,1,0.1,27.2,28.8,52.4,25.4,0.36,1,0
Lyon,France,31,2,0.07,27.2,28.3,52.9,25.4,0.52,1.1,-1
Lyon,France,31,2,0.14,29.4,31,43.8,25.4,0.4,1.5,2
Lyon,France,31,1,0.06,30,30.8,41.4,25.4,0.5,1.3,2
Lyon,France,31,2,0.12,31,31.8,38.4,25.4,0.32,1.3,2
Lyon,France,31,2,0.05,30.7,31.8,35.2,25.4,0.46,1.2,2
Lyon,France,31,1,0.1,30.5,31.8,39.3,25.4,0.42,1.1,2
Lyon,France,31,2,0.06,30.6,31.6,38.2,25.4,0.35,1.3,2
Lyon,France,31,1,0.16,30.3,31.3,35.6,25.4,0.43,1.3,2
Lyon,France,31,2,0.05,30.4,31.3,37.5,25.4,0.34,1.2,2
Lyon,France,31,1,0.24,31.1,33.2,31.2,25.4,0.48,1.6,2
Lyon,France,31,2,0.18,30.8,32.4,30.7,25.4,0.27,1.6,2
Lyon,France,31,1,0.09,27.5,28.4,50.9,18,0.57,1.1,1
Lyon,France,31,1,0.11,27.3,28.5,51,18,0.58,1.3,2
Lyon,France,31,2,0.06,26.3,27.9,50.7,18,0.44,1.3,0
Lyon,France,31,1,0.05,26.7,27.7,48.9,18,0.5,1.3,1
Lyon,France,31,2,0.08,24.3,27.7,56.9,18,0.51,1.3,-1
Lyon,France,31,1,0.06,27.2,28.2,48.5,18,0.56,1.3,1
Lyon,France,31,1,0.05,27.5,28,47.8,18,0.52,1.3,1
Lyon,France,31,1,0.09,27.3,28.3,48.4,18,0.51,1.4,1
Lyon,France,31,1,0.06,27.4,28.2,47,18,0.4,1.2,0
